State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Under Age 18",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Under Age 18",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Ages 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Ages 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Ages 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Ages 0-4",90% CI Lower Bound,90% CI Upper Bound
51,63,VA,Floyd County,"2,156","1,710","2,602",14.1,11.2,17,643,492,794,20.1,15.4,24.8,438,330,546,18.3,13.8,22.8,42211.00,"38,622","45,800",.,.,.,.,.,.
51,65,VA,Fluvanna County,"2,155","1,728","2,582",8.8,7.1,10.5,614,479,749,10.8,8.4,13.2,401,307,495,9.5,7.3,11.7,63307.00,"57,981","68,633",.,.,.,.,.,.
51,67,VA,Franklin County,"7,751","6,289","9,213",14.1,11.4,16.8,"2,332","1,816","2,848",21,16.4,25.6,"1,564","1,184","1,944",19.1,14.5,23.7,43427.00,"39,992","46,862",.,.,.,.,.,.
51,69,VA,Frederick County,"6,968","5,704","8,232",8.8,7.2,10.4,"2,303","1,800","2,806",12,9.4,14.6,"1,609","1,247","1,971",11.3,8.8,13.8,64027.00,"59,248","68,806",.,.,.,.,.,.
51,71,VA,Giles County,"2,126","1,693","2,559",12.7,10.1,15.3,613,465,761,17.7,13.4,22,421,316,526,16.1,12.1,20.1,44365.00,"40,760","47,970",.,.,.,.,.,.
51,73,VA,Gloucester County,"3,540","2,765","4,315",9.7,7.6,11.8,"1,154",880,"1,428",15.1,11.5,18.7,784,589,979,13.7,10.3,17.1,57173.00,"52,363","61,983",.,.,.,.,.,.
51,75,VA,Goochland County,"1,515","1,177","1,853",7.4,5.7,9.1,382,292,472,9.3,7.1,11.5,256,193,319,8,6,10,81707.00,"74,940","88,474",.,.,.,.,.,.
51,77,VA,Grayson County,"2,916","2,403","3,429",19.4,16,22.8,735,565,905,27,20.8,33.2,513,386,640,25,18.8,31.2,32611.00,"29,617","35,605",.,.,.,.,.,.
51,79,VA,Greene County,"1,773","1,398","2,148",9.5,7.5,11.5,616,473,759,13.6,10.4,16.8,419,315,523,12.8,9.6,16,59718.00,"54,581","64,855",.,.,.,.,.,.
51,81,VA,Greensville County,"2,202","1,713","2,691",25.5,19.8,31.2,500,383,617,26,19.9,32.1,353,268,438,25.5,19.4,31.6,36996.00,"33,559","40,433",.,.,.,.,.,.
51,83,VA,Halifax County,"7,054","5,947","8,161",20.1,16.9,23.3,"2,170","1,765","2,575",28.7,23.3,34.1,"1,489","1,199","1,779",26.1,21,31.2,36203.00,"33,053","39,353",.,.,.,.,.,.
51,85,VA,Hanover County,"6,372","5,199","7,545",6.5,5.3,7.7,"1,746","1,356","2,136",7.5,5.8,9.2,"1,170",897,"1,443",6.3,4.8,7.8,74660.00,"70,397","78,923",.,.,.,.,.,.
51,87,VA,Henrico County,"31,395","27,133","35,657",10.1,8.7,11.5,"10,016","8,181","11,851",13.6,11.1,16.1,"6,417","5,034","7,800",12,9.4,14.6,58723.00,"55,774","61,672",.,.,.,.,.,.
51,89,VA,Henry County,"9,210","7,451","10,969",17.6,14.2,21,"3,002","2,326","3,678",28.3,21.9,34.7,"2,083","1,594","2,572",26.7,20.4,33,34232.00,"31,872","36,592",.,.,.,.,.,.
51,91,VA,Highland County,336,265,407,15,11.8,18.2,62,47,77,21.2,16.3,26.1,42,32,52,18.8,14.2,23.4,37501.00,"33,914","41,088",.,.,.,.,.,.
51,93,VA,Isle of Wight County,"3,278","2,611","3,945",9.3,7.4,11.2,"1,016",793,"1,239",13.3,10.4,16.2,699,545,853,11.9,9.3,14.5,64606.00,"60,011","69,201",.,.,.,.,.,.
51,95,VA,James City County,"5,730","4,783","6,677",8.4,7,9.8,"1,611","1,244","1,978",11.4,8.8,14,"1,085",824,"1,346",10.1,7.7,12.5,78396.00,"73,966","82,826",.,.,.,.,.,.
51,97,VA,King and Queen County,973,757,"1,189",13.8,10.7,16.9,278,212,344,20.9,16,25.8,191,143,239,18.8,14.1,23.5,45090.00,"41,235","48,945",.,.,.,.,.,.
51,99,VA,King George County,"1,783","1,395","2,171",7.4,5.8,9,659,503,815,10.3,7.9,12.7,440,331,549,9.4,7.1,11.7,75861.00,"70,305","81,417",.,.,.,.,.,.
51,101,VA,King William County,"1,333","1,054","1,612",8.4,6.6,10.2,477,365,589,12.5,9.6,15.4,322,243,401,11.5,8.7,14.3,62005.00,"56,595","67,415",.,.,.,.,.,.
51,103,VA,Lancaster County,"1,504","1,167","1,841",13.6,10.5,16.7,470,356,584,27.6,20.9,34.3,331,247,415,25.9,19.4,32.4,47769.00,"44,432","51,106",.,.,.,.,.,.
51,105,VA,Lee County,"6,734","5,581","7,887",28.4,23.5,33.3,"1,848","1,501","2,195",37.2,30.2,44.2,"1,201",943,"1,459",32.8,25.7,39.9,30606.00,"28,239","32,973",.,.,.,.,.,.
51,107,VA,Loudoun County,"13,489","11,436","15,542",4,3.4,4.6,"4,315","3,452","5,178",4.3,3.4,5.2,"2,729","2,101","3,357",3.8,2.9,4.7,118934.00,"113,462","124,406",.,.,.,.,.,.
51,109,VA,Louisa County,"3,891","3,114","4,668",11.7,9.4,14,"1,217",946,"1,488",17.4,13.5,21.3,810,615,"1,005",16.1,12.2,20,54836.00,"50,476","59,196",.,.,.,.,.,.
51,111,VA,Lunenburg County,"3,131","2,639","3,623",27.3,23,31.6,754,594,914,31.6,24.9,38.3,510,395,625,28.8,22.3,35.3,33618.00,"30,501","36,735",.,.,.,.,.,.
51,113,VA,Madison County,"1,693","1,363","2,023",13,10.5,15.5,545,425,665,19.3,15,23.6,364,280,448,17,13.1,20.9,51094.00,"46,085","56,103",.,.,.,.,.,.
51,115,VA,Mathews County,917,717,"1,117",10.4,8.1,12.7,266,203,329,17.7,13.5,21.9,187,140,234,15.8,11.9,19.7,57051.00,"52,278","61,824",.,.,.,.,.,.
51,117,VA,Mecklenburg County,"6,119","5,123","7,115",19.9,16.7,23.1,"1,732","1,363","2,101",28.3,22.3,34.3,"1,205",942,"1,468",26.1,20.4,31.8,37435.00,"34,353","40,517",.,.,.,.,.,.
51,119,VA,Middlesex County,"1,544","1,212","1,876",14.8,11.6,18,426,327,525,25.7,19.7,31.7,287,217,357,23.7,17.9,29.5,48066.00,"43,863","52,269",.,.,.,.,.,.
51,121,VA,Montgomery County,"20,087","18,193","21,981",23.3,21.1,25.5,"2,682","2,134","3,230",18.1,14.4,21.8,"1,741","1,352","2,130",16.5,12.8,20.2,42307.00,"39,255","45,359",.,.,.,.,.,.
51,125,VA,Nelson County,"2,075","1,632","2,518",14.1,11.1,17.1,635,488,782,23,17.7,28.3,433,327,539,21,15.9,26.1,47234.00,"42,785","51,683",.,.,.,.,.,.
51,127,VA,New Kent County,"1,238",966,"1,510",6.7,5.2,8.2,413,316,510,10.4,8,12.8,281,212,350,9.4,7.1,11.7,68862.00,"64,731","72,993",.,.,.,.,.,.
51,131,VA,Northampton County,"2,705","2,236","3,174",22.5,18.6,26.4,821,648,994,34.6,27.3,41.9,531,406,656,32,24.5,39.5,32138.00,"29,568","34,708",.,.,.,.,.,.
51,133,VA,Northumberland County,"1,816","1,425","2,207",14.7,11.5,17.9,558,421,695,28.7,21.6,35.8,385,287,483,26.7,19.9,33.5,47143.00,"43,063","51,223",.,.,.,.,.,.
51,135,VA,Nottoway County,"3,226","2,572","3,880",23.3,18.6,28,950,730,"1,170",29.9,23,36.8,645,485,805,28.3,21.3,35.3,36818.00,"33,530","40,106",.,.,.,.,.,.
51,137,VA,Orange County,"3,364","2,640","4,088",10,7.8,12.2,"1,081",817,"1,345",14.3,10.8,17.8,751,562,940,13.4,10,16.8,58673.00,"54,627","62,719",.,.,.,.,.,.
51,139,VA,Page County,"3,683","2,987","4,379",15.6,12.7,18.5,"1,049",806,"1,292",21.5,16.5,26.5,716,542,890,19.5,14.8,24.2,41300.00,"39,033","43,567",.,.,.,.,.,.
51,141,VA,Patrick County,"3,280","2,591","3,969",18.1,14.3,21.9,900,687,"1,113",27.2,20.8,33.6,615,464,766,24.2,18.3,30.1,33818.00,"31,149","36,487",.,.,.,.,.,.
51,143,VA,Pittsylvania County,"8,965","7,409","10,521",14.5,12,17,"2,639","2,070","3,208",21.1,16.6,25.6,"1,850","1,444","2,256",19.3,15.1,23.5,42236.00,"40,005","44,467",.,.,.,.,.,.
51,145,VA,Powhatan County,"1,821","1,416","2,226",7.1,5.5,8.7,537,410,664,9.3,7.1,11.5,358,269,447,7.9,5.9,9.9,73639.00,"67,607","79,671",.,.,.,.,.,.
51,147,VA,Prince Edward County,"4,460","3,473","5,447",23.7,18.5,28.9,"1,123",860,"1,386",28.7,22,35.4,759,568,950,26.2,19.6,32.8,37636.00,"34,288","40,984",.,.,.,.,.,.
51,149,VA,Prince George County,"2,781","2,076","3,486",8.7,6.5,10.9,"1,011",775,"1,247",12.6,9.7,15.5,676,510,842,11.3,8.5,14.1,62475.00,"58,682","66,268",.,.,.,.,.,.
51,153,VA,Prince William County,"28,559","24,229","32,889",6.7,5.7,7.7,"11,471","9,365","13,577",9.6,7.8,11.4,"7,770","6,226","9,314",9.1,7.3,10.9,93011.00,"90,200","95,822",.,.,.,.,.,.
51,155,VA,Pulaski County,"5,563","4,524","6,602",16.6,13.5,19.7,"1,472","1,138","1,806",23.1,17.9,28.3,985,754,"1,216",20.8,15.9,25.7,42502.00,"39,054","45,950",.,.,.,.,.,.
51,157,VA,Rappahannock County,783,620,946,10.6,8.4,12.8,235,181,289,17.1,13.2,21,162,123,201,15.4,11.7,19.1,58276.00,"53,507","63,045",.,.,.,.,.,.
51,159,VA,Richmond County,"1,484","1,171","1,797",20.3,16,24.6,366,280,452,24.1,18.4,29.8,248,187,309,21.5,16.2,26.8,41190.00,"37,305","45,075",.,.,.,.,.,.
51,161,VA,Roanoke County,"6,740","5,498","7,982",7.4,6,8.8,"1,797","1,368","2,226",9.3,7.1,11.5,"1,229",924,"1,534",8.3,6.2,10.4,58550.00,"54,432","62,668",.,.,.,.,.,.
51,163,VA,Rockbridge County,"2,781","2,200","3,362",12.5,9.9,15.1,752,576,928,18.3,14,22.6,504,381,627,16.2,12.2,20.2,46909.00,"43,410","50,408",.,.,.,.,.,.
51,165,VA,Rockingham County,"8,140","6,740","9,540",10.8,9,12.6,"2,514","1,960","3,068",14.4,11.2,17.6,"1,662","1,276","2,048",12.7,9.8,15.6,51137.00,"48,820","53,454",.,.,.,.,.,.
51,167,VA,Russell County,"5,145","4,139","6,151",18.3,14.7,21.9,"1,332","1,010","1,654",23.9,18.1,29.7,920,693,"1,147",22.6,17,28.2,35912.00,"32,800","39,024",.,.,.,.,.,.
51,169,VA,Scott County,"4,699","3,906","5,492",21.3,17.7,24.9,"1,195",963,"1,427",28.2,22.7,33.7,819,657,981,26.1,20.9,31.3,36566.00,"33,483","39,649",.,.,.,.,.,.
51,171,VA,Shenandoah County,"4,797","3,885","5,709",11.4,9.2,13.6,"1,583","1,241","1,925",17.6,13.8,21.4,"1,057",807,"1,307",16,12.2,19.8,48677.00,"44,678","52,676",.,.,.,.,.,.
51,173,VA,Smyth County,"5,898","4,913","6,883",19,15.8,22.2,"1,764","1,440","2,088",28,22.9,33.1,"1,157",912,"1,402",24.6,19.4,29.8,36235.00,"33,135","39,335",.,.,.,.,.,.
51,175,VA,Southampton County,"2,799","2,248","3,350",16.7,13.4,20,826,644,"1,008",22.5,17.5,27.5,551,420,682,19.9,15.2,24.6,43846.00,"39,887","47,805",.,.,.,.,.,.
51,177,VA,Spotsylvania County,"10,558","8,780","12,336",8.5,7.1,9.9,"3,803","3,045","4,561",11.6,9.3,13.9,"2,588","2,029","3,147",10.5,8.2,12.8,77298.00,"72,689","81,907",.,.,.,.,.,.
51,179,VA,Stafford County,"7,231","5,811","8,651",5.5,4.4,6.6,"2,549","1,972","3,126",7,5.4,8.6,"1,668","1,258","2,078",6,4.5,7.5,95927.00,"91,818","100,036",.,.,.,.,.,.
51,181,VA,Surry County,881,691,"1,071",12.9,10.1,15.7,264,202,326,19.7,15.1,24.3,183,139,227,18.2,13.8,22.6,50425.00,"46,277","54,573",.,.,.,.,.,.
51,183,VA,Sussex County,"2,156","1,709","2,603",23,18.2,27.8,529,404,654,27,20.6,33.4,361,271,451,25.8,19.4,32.2,36901.00,"33,445","40,357",.,.,.,.,.,.
51,185,VA,Tazewell County,"9,089","7,850","10,328",21.4,18.5,24.3,"2,254","1,844","2,664",26.1,21.4,30.8,"1,537","1,243","1,831",23.7,19.2,28.2,34760.00,"31,783","37,737",.,.,.,.,.,.
51,187,VA,Warren County,"4,085","3,254","4,916",11,8.8,13.2,"1,342","1,027","1,657",15.4,11.8,19,913,685,"1,141",14.1,10.6,17.6,58632.00,"53,924","63,340",.,.,.,.,.,.
51,191,VA,Washington County,"7,405","6,062","8,748",13.9,11.4,16.4,"2,038","1,556","2,520",19.5,14.9,24.1,"1,416","1,067","1,765",18.3,13.8,22.8,43155.00,"39,750","46,560",.,.,.,.,.,.
51,193,VA,Westmoreland County,"3,073","2,460","3,686",17.6,14.1,21.1,973,749,"1,197",29.4,22.6,36.2,665,506,824,28,21.3,34.7,45051.00,"41,162","48,940",.,.,.,.,.,.
51,195,VA,Wise County,"9,750","8,465","11,035",25.6,22.2,29,"2,429","1,980","2,878",29.3,23.9,34.7,"1,557","1,222","1,892",26,20.4,31.6,35800.00,"33,133","38,467",.,.,.,.,.,.
51,197,VA,Wythe County,"4,889","4,063","5,715",16.9,14,19.8,"1,365","1,074","1,656",23.4,18.4,28.4,925,713,"1,137",21.2,16.3,26.1,38533.00,"34,994","42,072",.,.,.,.,.,.
51,199,VA,York County,"4,494","3,770","5,218",6.9,5.8,8,"1,339","1,071","1,607",8.3,6.6,10,911,726,"1,096",7.3,5.8,8.8,75316.00,"69,363","81,269",.,.,.,.,.,.
51,510,VA,Alexandria city,"12,412","10,141","14,683",8.6,7,10.2,"3,578","2,778","4,378",14.2,11,17.4,"2,386","1,847","2,925",16.6,12.8,20.4,80942.00,"75,879","86,005",.,.,.,.,.,.
51,515,VA,Bedford city,"1,114",888,"1,340",19.1,15.2,23,346,264,428,29.5,22.6,36.4,231,173,289,26.8,20.1,33.5,36579.00,"33,213","39,945",.,.,.,.,.,.
51,520,VA,Bristol city,"3,624","2,855","4,393",21.1,16.6,25.6,"1,140",874,"1,406",33.2,25.4,41,767,577,957,29.7,22.3,37.1,31973.00,"28,995","34,951",.,.,.,.,.,.
51,530,VA,Buena Vista city,"1,165",958,"1,372",19,15.6,22.4,324,254,394,24.1,18.9,29.3,217,167,267,22.7,17.5,27.9,36289.00,"32,677","39,901",.,.,.,.,.,.
51,540,VA,Charlottesville city,"10,138","8,880","11,396",24.2,21.2,27.2,"1,570","1,220","1,920",23.2,18,28.4,"1,063",814,"1,312",24.8,19,30.6,41031.00,"38,035","44,027",.,.,.,.,.,.
51,550,VA,Chesapeake city,"23,308","19,886","26,730",10.4,8.9,11.9,"8,034","6,576","9,492",14.4,11.8,17,"5,442","4,374","6,510",13,10.4,15.6,64950.00,"61,769","68,131",.,.,.,.,.,.
51,570,VA,Colonial Heights city,"1,809","1,445","2,173",10.5,8.4,12.6,637,494,780,16.4,12.7,20.1,444,338,550,15.9,12.1,19.7,51664.00,"47,346","55,982",.,.,.,.,.,.
51,580,VA,Covington city,903,718,"1,088",15.9,12.6,19.2,285,219,351,23.7,18.2,29.2,185,141,229,21.4,16.3,26.5,36566.00,"33,123","40,009",.,.,.,.,.,.
51,590,VA,Danville city,"10,719","8,896","12,542",25.9,21.5,30.3,"3,798","3,038","4,558",40.6,32.5,48.7,"2,559","2,011","3,107",39.4,31,47.8,30588.00,"28,097","33,079",.,.,.,.,.,.
51,595,VA,Emporia city,"1,406","1,149","1,663",25.6,20.9,30.3,492,376,608,35.3,27,43.6,349,263,435,32.8,24.7,40.9,32225.00,"29,362","35,088",.,.,.,.,.,.
51,600,VA,Fairfax city,"1,555","1,229","1,881",6.8,5.4,8.2,344,262,426,7.3,5.6,9,233,175,291,7.4,5.6,9.2,86963.00,"79,281","94,645",.,.,.,.,.,.
51,610,VA,Falls Church city,410,317,503,3.1,2.4,3.8,110,80,140,3.3,2.4,4.2,67,48,86,2.8,2,3.6,121250.00,"112,154","130,346",.,.,.,.,.,.
51,620,VA,Franklin city,"1,750","1,381","2,119",20.8,16.4,25.2,689,530,848,33.1,25.4,40.8,475,360,590,33.6,25.4,41.8,36078.00,"32,548","39,608",.,.,.,.,.,.
51,630,VA,Fredericksburg city,"3,860","3,068","4,652",15.7,12.5,18.9,"1,181",897,"1,465",21.2,16.1,26.3,834,626,"1,042",23.3,17.5,29.1,47297.00,"43,033","51,561",.,.,.,.,.,.
51,640,VA,Galax city,"1,506","1,195","1,817",22.8,18.1,27.5,562,433,691,36.4,28,44.8,389,295,483,35.7,27.1,44.3,33191.00,"30,136","36,246",.,.,.,.,.,.
51,650,VA,Hampton city,"21,855","19,288","24,422",16.5,14.6,18.4,"7,560","6,396","8,724",25.3,21.4,29.2,"5,010","4,087","5,933",23.5,19.2,27.8,47206.00,"44,225","50,187",.,.,.,.,.,.
51,660,VA,Harrisonburg city,"16,262","14,965","17,559",37.5,34.5,40.5,"2,155","1,724","2,586",26.7,21.4,32,"1,332","1,038","1,626",24.7,19.2,30.2,35489.00,"32,411","38,567",.,.,.,.,.,.
51,670,VA,Hopewell city,"4,153","3,339","4,967",18.9,15.2,22.6,"1,647","1,270","2,024",29.8,23,36.6,"1,109",848,"1,370",29.1,22.3,35.9,39315.00,"35,672","42,958",.,.,.,.,.,.
51,678,VA,Lexington city,"1,042",814,"1,270",24,18.8,29.2,88,67,109,12.4,9.5,15.3,52,39,65,10.1,7.6,12.6,40250.00,"36,253","44,247",.,.,.,.,.,.
51,680,VA,Lynchburg city,"15,896","13,892","17,900",23.8,20.8,26.8,"4,341","3,572","5,110",29.3,24.1,34.5,"2,769","2,193","3,345",27.7,21.9,33.5,37402.00,"34,894","39,910",.,.,.,.,.,.
51,683,VA,Manassas city,"4,331","3,539","5,123",10.7,8.7,12.7,"1,882","1,486","2,278",17.3,13.6,21,"1,195",909,"1,481",15.7,11.9,19.5,65307.00,"60,782","69,832",.,.,.,.,.,.
51,685,VA,Manassas Park city,"1,356","1,063","1,649",8.6,6.7,10.5,618,472,764,14.2,10.8,17.6,408,307,509,13.4,10.1,16.7,68970.00,"62,614","75,326",.,.,.,.,.,.
51,690,VA,Martinsville city,"3,645","2,992","4,298",27.2,22.3,32.1,"1,156",912,"1,400",39.2,30.9,47.5,781,607,955,39.4,30.6,48.2,29550.00,"26,692","32,408",.,.,.,.,.,.
51,700,VA,Newport News city,"28,299","24,837","31,761",16.4,14.4,18.4,"10,744","9,025","12,463",25.3,21.2,29.4,"7,114","5,789","8,439",24.6,20,29.2,46794.00,"44,766","48,822",.,.,.,.,.,.
51,710,VA,Norfolk city,"47,978","42,522","53,434",22.6,20,25.2,"13,799","11,695","15,903",27.6,23.4,31.8,"9,030","7,353","10,707",27.4,22.3,32.5,41880.00,"40,276","43,484",.,.,.,.,.,.
51,720,VA,Norton city,727,561,893,18.1,14,22.2,259,198,320,31.2,23.9,38.5,172,130,214,29.4,22.2,36.6,33234.00,"29,970","36,498",.,.,.,.,.,.
51,730,VA,Petersburg city,"8,084","6,800","9,368",25.8,21.7,29.9,"2,615","2,105","3,125",38.2,30.7,45.7,"1,691","1,312","2,070",38.9,30.2,47.6,33280.00,"30,348","36,212",.,.,.,.,.,.
51,735,VA,Poquoson city,640,498,782,5.3,4.1,6.5,191,146,236,7.2,5.5,8.9,125,94,156,5.7,4.3,7.1,84177.00,"77,314","91,040",.,.,.,.,.,.
51,740,VA,Portsmouth city,"18,123","15,540","20,706",19.5,16.7,22.3,"6,818","5,555","8,081",30.4,24.8,36,"4,558","3,628","5,488",30.1,23.9,36.3,41699.00,"38,803","44,595",.,.,.,.,.,.
51,750,VA,Radford city,"4,643","3,862","5,424",34.2,28.5,39.9,489,375,603,20.1,15.4,24.8,325,246,404,18.8,14.2,23.4,37440.00,"33,663","41,217",.,.,.,.,.,.
51,760,VA,Richmond city,"52,017","47,248","56,786",26.2,23.8,28.6,"14,574","12,618","16,530",36.5,31.6,41.4,"9,586","8,132","11,040",36.9,31.3,42.5,37933.00,"35,533","40,333",.,.,.,.,.,.
51,770,VA,Roanoke city,"19,291","16,457","22,125",20.1,17.1,23.1,"6,335","5,034","7,636",30.3,24.1,36.5,"4,142","3,162","5,122",29.9,22.8,37,37800.00,"34,768","40,832",.,.,.,.,.,.
51,775,VA,Salem city,"2,764","2,257","3,271",11.9,9.7,14.1,734,576,892,15.1,11.9,18.3,504,388,620,13.9,10.7,17.1,47760.00,"43,793","51,727",.,.,.,.,.,.
51,790,VA,Staunton city,"3,795","3,112","4,478",16.7,13.7,19.7,"1,083",847,"1,319",24.7,19.3,30.1,725,558,892,24.1,18.6,29.6,40379.00,"36,711","44,047",.,.,.,.,.,.
51,800,VA,Suffolk city,"9,986","8,184","11,788",11.9,9.8,14,"3,872","3,087","4,657",18.2,14.5,21.9,"2,607","2,042","3,172",16.7,13.1,20.3,61778.00,"58,129","65,427",.,.,.,.,.,.
51,810,VA,Virginia Beach city,"39,564","34,589","44,539",9.1,8,10.2,"14,601","12,345","16,857",14.3,12.1,16.5,"9,249","7,562","10,936",12.7,10.4,15,61523.00,"60,286","62,760",.,.,.,.,.,.
51,820,VA,Waynesboro city,"3,170","2,515","3,825",15.2,12.1,18.3,"1,216",937,"1,495",24.9,19.2,30.6,814,616,"1,012",24.4,18.5,30.3,43883.00,"40,528","47,238",.,.,.,.,.,.
51,830,VA,Williamsburg city,"2,500","2,036","2,964",23,18.7,27.3,411,316,506,23.5,18,29,270,204,336,23.1,17.5,28.7,44256.00,"39,913","48,599",.,.,.,.,.,.
51,840,VA,Winchester city,"4,257","3,457","5,057",16.4,13.3,19.5,"1,343","1,029","1,657",22.5,17.3,27.7,888,672,"1,104",21.3,16.1,26.5,42305.00,"38,754","45,856",.,.,.,.,.,.
53,0,WA,Washington,"916,976","896,261","937,691",13.6,13.3,13.9,"288,376","277,380","299,372",18.5,17.8,19.2,"187,812","178,282","197,342",16.8,15.9,17.7,57574.00,"57,000","58,148","92,561","87,534","97,588",21.5,20.3,22.7
53,1,WA,Adams County,"3,359","2,729","3,989",17.9,14.5,21.3,"1,760","1,393","2,127",26.6,21,32.2,"1,144",882,"1,406",25.2,19.4,31,43939.00,"40,024","47,854",.,.,.,.,.,.
53,3,WA,Asotin County,"3,159","2,536","3,782",14.6,11.7,17.5,"1,065",826,"1,304",23.5,18.2,28.8,704,536,872,21.2,16.1,26.3,42364.00,"38,797","45,931",.,.,.,.,.,.
53,5,WA,Benton County,"23,478","20,558","26,398",13,11.4,14.6,"10,037","8,772","11,302",21,18.4,23.6,"6,628","5,746","7,510",19.1,16.6,21.6,58361.00,"55,988","60,734",.,.,.,.,.,.
53,7,WA,Chelan County,"10,810","8,799","12,821",14.9,12.1,17.7,"4,085","3,244","4,926",22.8,18.1,27.5,"2,644","2,042","3,246",20.7,16,25.4,45730.00,"42,022","49,438",.,.,.,.,.,.
53,9,WA,Clallam County,"9,906","8,275","11,537",14.1,11.8,16.4,"2,778","2,195","3,361",22.6,17.9,27.3,"1,806","1,396","2,216",20.1,15.5,24.7,43482.00,"40,940","46,024",.,.,.,.,.,.
53,11,WA,Clark County,"51,981","45,404","58,558",12,10.5,13.5,"17,814","14,668","20,960",16.1,13.3,18.9,"12,088","9,791","14,385",14.6,11.8,17.4,56087.00,"54,137","58,037",.,.,.,.,.,.
53,13,WA,Columbia County,579,456,702,14.7,11.6,17.8,164,127,201,22.8,17.6,28,112,85,139,19.8,15.1,24.5,41834.00,"37,934","45,734",.,.,.,.,.,.
53,15,WA,Cowlitz County,"16,955","14,732","19,178",16.9,14.7,19.1,"5,497","4,412","6,582",23.6,18.9,28.3,"3,543","2,740","4,346",20.8,16.1,25.5,47714.00,"45,148","50,280",.,.,.,.,.,.
53,17,WA,Douglas County,"5,751","4,753","6,749",14.7,12.1,17.3,"2,460","1,970","2,950",23.9,19.1,28.7,"1,684","1,333","2,035",22.5,17.8,27.2,48308.00,"44,436","52,180",.,.,.,.,.,.
53,19,WA,Ferry County,"1,601","1,282","1,920",21,16.8,25.2,423,326,520,29.2,22.5,35.9,277,210,344,25.6,19.4,31.8,36321.00,"32,847","39,795",.,.,.,.,.,.
53,21,WA,Franklin County,"14,095","11,725","16,465",17.1,14.2,20,"7,238","5,839","8,637",25.1,20.2,30,"4,827","3,812","5,842",24.2,19.1,29.3,52829.00,"49,085","56,573",.,.,.,.,.,.
53,23,WA,Garfield County,288,224,352,13.1,10.2,16,86,67,105,20.5,15.9,25.1,57,43,71,17.2,13.1,21.3,46927.00,"43,224","50,630",.,.,.,.,.,.
53,25,WA,Grant County,"17,003","14,671","19,335",18.8,16.2,21.4,"7,474","6,196","8,752",27.1,22.5,31.7,"4,961","4,019","5,903",25.5,20.7,30.3,45050.00,"41,519","48,581",.,.,.,.,.,.
53,27,WA,Grays Harbor County,"14,071","12,177","15,965",20.4,17.6,23.2,"4,390","3,712","5,068",29.8,25.2,34.4,"2,890","2,376","3,404",27.2,22.4,32,41823.00,"39,210","44,436",.,.,.,.,.,.
53,29,WA,Island County,"7,421","6,077","8,765",9.6,7.9,11.3,"2,165","1,714","2,616",14.2,11.2,17.2,"1,392","1,079","1,705",12.9,10,15.8,56459.00,"52,197","60,721",.,.,.,.,.,.
53,31,WA,Jefferson County,"3,871","3,092","4,650",13.2,10.5,15.9,978,759,"1,197",24,18.6,29.4,664,509,819,21.6,16.6,26.6,47398.00,"43,470","51,326",.,.,.,.,.,.
53,33,WA,King County,"234,813","222,220","247,406",11.9,11.3,12.5,"63,852","58,440","69,264",15.3,14,16.6,"40,644","36,595","44,693",13.9,12.5,15.3,68944.00,"67,511","70,377",.,.,.,.,.,.
53,35,WA,Kitsap County,"27,401","23,977","30,825",11.2,9.8,12.6,"7,688","6,350","9,026",14.4,11.9,16.9,"4,860","3,862","5,858",12.5,9.9,15.1,59354.00,"56,579","62,129",.,.,.,.,.,.
53,37,WA,Kittitas County,"7,546","6,401","8,691",19.2,16.3,22.1,"1,476","1,174","1,778",20.3,16.1,24.5,960,747,"1,173",18.6,14.5,22.7,43649.00,"39,924","47,374",.,.,.,.,.,.
53,39,WA,Klickitat County,"3,542","2,916","4,168",17.2,14.2,20.2,"1,177",935,"1,419",27.4,21.8,33,773,600,946,24.4,18.9,29.9,46001.00,"41,945","50,057",.,.,.,.,.,.
53,41,WA,Lewis County,"12,416","10,526","14,306",16.7,14.2,19.2,"4,043","3,212","4,874",24.3,19.3,29.3,"2,778","2,185","3,371",22.9,18,27.8,42993.00,"40,924","45,062",.,.,.,.,.,.
53,43,WA,Lincoln County,"1,478","1,215","1,741",14.3,11.8,16.8,466,364,568,20.8,16.3,25.3,314,241,387,18.1,13.9,22.3,46603.00,"43,235","49,971",.,.,.,.,.,.
53,45,WA,Mason County,"9,525","8,045","11,005",16.4,13.8,19,"2,947","2,423","3,471",25.5,21,30,"1,931","1,550","2,312",22.9,18.4,27.4,48539.00,"44,542","52,536",.,.,.,.,.,.
53,47,WA,Okanogan County,"8,931","7,626","10,236",22,18.8,25.2,"3,053","2,467","3,639",32.5,26.3,38.7,"2,025","1,597","2,453",30.3,23.9,36.7,38537.00,"35,525","41,549",.,.,.,.,.,.
