State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
1,123,AL,Tallapoosa County,"7,503","6,126","8,879",18.9,15.4,22.3,"2,490","1,997","2,984",26.8,21.5,32.1,"1,695","1,326","2,064",24.5,19.2,29.8,"32,939","30,413","35,466", , , , , , 
1,125,AL,Tuscaloosa County,"32,113","28,919","35,308",19.7,17.7,21.7,"8,055","6,788","9,321",20.8,17.5,24.1,"5,499","4,507","6,491",19.9,16.3,23.4,"37,952","35,881","40,024", , , , , , 
1,127,AL,Walker County,"11,742","9,763","13,722",17,14.2,19.9,"3,785","3,092","4,477",24.1,19.7,28.5,"2,664","2,138","3,190",23.4,18.8,28.1,"35,123","32,330","37,916", , , , , , 
1,129,AL,Washington County,"3,528","2,798","4,259",20.1,16,24.3,"1,192",945,"1,439",26.6,21.1,32.1,841,652,"1,030",24.5,19,30,"33,896","30,810","36,981", , , , , , 
1,131,AL,Wilcox County,"4,516","3,645","5,387",35.5,28.6,42.3,"1,876","1,519","2,233",49.6,40.2,59.1,"1,306","1,033","1,579",47.1,37.3,57,"19,949","18,177","21,721", , , , , , 
1,133,AL,Winston County,"4,548","3,622","5,473",18.7,14.9,22.5,"1,488","1,185","1,791",27.2,21.7,32.8,"1,012",793,"1,231",24.9,19.5,30.3,"31,869","28,992","34,746", , , , , , 
2,0,AK,Alaska,"71,120","68,060","74,180",10.9,10.4,11.4,"25,804","24,148","27,461",14.6,13.6,15.5,"16,364","14,831","17,897",12.8,11.6,14,"58,572","57,446","59,699","8,346","7,629","9,063",17.1,15.6,18.6
2,13,AK,Aleutians East Borough,402,308,495,15.2,11.7,18.7,40,31,49,12.6,9.8,15.5,24,18,30,10.7,8,13.3,"46,164","42,583","49,745", , , , , , 
2,16,AK,Aleutians West Census Area,495,386,603,9.6,7.4,11.6,59,46,72,9,7,11,37,28,46,7.6,5.8,9.5,"64,142","59,372","68,912", , , , , , 
2,20,AK,Anchorage Borough,"25,302","21,421","29,182",9.4,7.9,10.8,"8,775","7,160","10,390",12.1,9.8,14.3,"5,506","4,359","6,653",10.6,8.4,12.8,"63,392","60,871","65,913", , , , , , 
2,50,AK,Bethel Census Area,"3,555","2,890","4,221",21.2,17.2,25.2,"1,793","1,441","2,146",28.8,23.1,34.5,"1,166",906,"1,426",26.9,20.9,32.9,"41,156","37,875","44,436", , , , , , 
2,60,AK,Bristol Bay Borough,88,68,109,8.5,6.5,10.5,26,20,32,9.3,7.1,11.4,19,14,24,9,6.6,11.4,"61,445","55,851","67,040", , , , , , 
2,68,AK,Denali Borough,114,88,140,6.3,4.8,7.7,23,18,28,6.5,5.1,8,15,11,19,5.9,4.3,7.5,"60,832","55,101","66,563", , , , , , 
2,70,AK,Dillingham Census Area,"1,040",822,"1,258",21.1,16.7,25.6,461,361,560,28.2,22.1,34.2,300,228,372,24.7,18.7,30.6,"47,179","43,381","50,976", , , , , , 
2,90,AK,Fairbanks North Star Borough,"7,553","6,157","8,948",9.1,7.5,10.8,"2,707","2,175","3,239",11.4,9.1,13.6,"1,729","1,340","2,118",10.6,8.2,13,"57,914","54,140","61,689", , , , , , 
2,100,AK,Haines Borough,299,233,364,13.3,10.3,16.1,95,74,116,21.2,16.5,25.8,64,48,80,17.8,13.4,22.3,"43,893","39,765","48,021", , , , , , 
2,110,AK,Juneau Borough,"2,111","1,666","2,556",7,5.5,8.5,680,534,827,9.5,7.5,11.6,412,311,513,7.9,5.9,9.8,"67,791","61,954","73,628", , , , , , 
2,122,AK,Kenai Peninsula Borough,"5,623","4,598","6,647",11,9,13.1,"1,881","1,498","2,263",14.9,11.8,17.9,"1,181",906,"1,456",12.3,9.4,15.2,"54,281","51,012","57,550", , , , , , 
2,130,AK,Ketchikan Gateway Borough,"1,257",980,"1,534",9.6,7.4,11.7,458,358,558,13.7,10.7,16.7,282,214,350,11.6,8.8,14.4,"58,720","54,125","63,315", , , , , , 
2,150,AK,Kodiak Island Borough,"1,129",881,"1,376",8.7,6.8,10.6,409,319,499,10.7,8.3,13,248,187,309,8.8,6.6,10.9,"59,814","56,874","62,754", , , , , , 
2,164,AK,Lake and Peninsula Borough,324,252,396,21.1,16.4,25.7,139,108,170,29.3,22.8,35.9,93,70,116,26.7,20.1,33.3,"37,632","34,265","40,998", , , , , , 
2,170,AK,Matanuska-Susitna Borough,"8,696","7,162","10,230",11,9,12.9,"2,831","2,256","3,407",13.8,11,16.6,"1,797","1,391","2,203",11.7,9.1,14.4,"59,733","56,147","63,320", , , , , , 
2,180,AK,Nome Census Area,"2,096","1,712","2,480",23.1,18.9,27.4,994,803,"1,185",31.5,25.4,37.5,640,500,780,29.9,23.3,36.4,"44,737","41,181","48,292", , , , , , 
2,185,AK,North Slope Borough,892,699,"1,085",13.7,10.7,16.6,380,298,462,16.7,13.1,20.2,226,171,281,14.7,11.1,18.3,"65,081","59,062","71,099", , , , , , 
2,188,AK,Northwest Arctic Borough,"1,653","1,333","1,973",22.2,17.9,26.5,734,583,884,27,21.4,32.5,477,368,586,24.6,19,30.2,"48,642","44,401","52,882", , , , , , 
2,201,AK,Prince of Wales-Outer Ketchikan Census Area,871,686,"1,056",15.4,12.1,18.7,293,230,356,21.4,16.8,26,192,146,238,17.7,13.5,22,"42,667","38,958","46,375", , , , , , 
2,220,AK,Sitka Borough,712,554,869,8.2,6.4,10,204,158,249,9.7,7.5,11.8,124,93,155,8.1,6.1,10.2,"54,050","49,440","58,661", , , , , , 
2,232,AK,Skagway-Hoonah-Angoon Census Area,422,328,516,13.7,10.6,16.7,138,108,168,21.7,17,26.5,94,71,117,19.2,14.5,23.9,"45,027","41,128","48,926", , , , , , 
2,240,AK,Southeast Fairbanks Census Area,955,747,"1,163",14.3,11.2,17.4,375,292,458,20.2,15.7,24.6,241,182,300,17.5,13.2,21.8,"50,477","46,126","54,828", , , , , , 
2,261,AK,Valdez-Cordova Census Area,989,772,"1,207",10.1,7.9,12.3,269,210,329,11.2,8.7,13.7,178,134,222,9.9,7.4,12.3,"56,508","51,759","61,258", , , , , , 
2,270,AK,Wade Hampton Census Area,"2,452","1,960","2,944",32.5,26,39,"1,349","1,070","1,628",42.4,33.6,51.1,869,668,"1,070",40.2,30.9,49.5,"29,608","26,937","32,280", , , , , , 
2,280,AK,Wrangell-Petersburg Census Area,598,463,733,9.9,7.6,12.1,184,143,224,12.8,10,15.6,116,87,145,10.2,7.6,12.7,"54,054","51,263","56,844", , , , , , 
2,282,AK,Yakutat Borough,96,74,117,14.2,11,17.3,28,21,34,18.9,14.2,23,20,15,25,16.9,12.7,21.2,"47,723","43,338","52,107", , , , , , 
2,290,AK,Yukon-Koyukuk Census Area,"1,398","1,135","1,661",24.1,19.5,28.6,479,379,580,30,23.7,36.3,314,239,389,26.2,19.9,32.5,"31,093","28,238","33,948", , , , , , 
4,0,AZ,Arizona,"860,355","842,853","877,857",14.2,13.9,14.5,"316,241","305,732","326,749",19.8,19.1,20.5,"203,223","194,057","212,389",18.2,17.4,19,"47,315","46,890","47,740","104,911","99,716","110,107",22.3,21.2,23.4
4,1,AZ,Apache County,"24,112","21,236","26,988",34.5,30.4,38.6,"10,201","8,711","11,692",43,36.8,49.3,"7,380","6,198","8,562",42.7,35.9,49.6,"27,600","25,581","29,618", , , , , , 
4,3,AZ,Cochise County,"21,980","18,713","25,248",18,15.3,20.7,"8,621","7,190","10,053",27.3,22.8,31.8,"5,776","4,700","6,852",25.8,21,30.6,"38,825","36,301","41,350", , , , , , 
4,5,AZ,Coconino County,"20,465","17,436","23,494",16.8,14.3,19.3,"7,610","6,264","8,956",23.1,19,27.2,"5,191","4,179","6,203",22.6,18.2,27,"43,683","40,554","46,813", , , , , , 
4,7,AZ,Gila County,"10,235","8,505","11,965",20,16.6,23.4,"3,696","3,001","4,392",30.5,24.8,36.3,"2,602","2,078","3,126",29.9,23.9,35.9,"35,716","33,218","38,214", , , , , , 
4,9,AZ,Graham County,"7,090","5,784","8,397",23.4,19.1,27.7,"2,554","2,067","3,040",28.7,23.2,34.2,"1,701","1,355","2,047",25.5,20.3,30.7,"34,618","31,776","37,460", , , , , , 
4,11,AZ,Greenlee County,834,658,"1,010",10.9,8.6,13.2,315,247,384,14.4,11.3,17.6,213,163,263,12.7,9.7,15.7,"46,728","42,549","50,906", , , , , , 
4,12,AZ,La Paz County,"4,184","3,334","5,034",21,16.7,25.2,"1,238",979,"1,497",32.5,25.7,39.3,845,652,"1,038",31.5,24.3,38.7,"29,534","26,975","32,092", , , , , , 
4,13,AZ,Maricopa County,"464,168","442,181","486,154",12.5,11.9,13.1,"172,817","160,509","185,124",17.1,15.9,18.3,"109,338","100,111","118,565",15.7,14.3,17,"52,522","51,847","53,197", , , , , , 
4,15,AZ,Mohave County,"30,621","27,091","34,151",16,14.2,17.9,"10,661","8,930","12,391",25.3,21.2,29.4,"6,661","5,408","7,914",22.1,17.9,26.2,"36,320","34,838","37,802", , , , , , 
4,17,AZ,Navajo County,"26,555","22,826","30,285",24.4,20.9,27.8,"10,483","8,852","12,114",30.9,26.1,35.7,"7,162","5,880","8,444",28.6,23.5,33.7,"35,824","33,991","37,657", , , , , , 
4,19,AZ,Pima County,"142,077","133,124","151,031",15.3,14.4,16.3,"47,292","42,543","52,041",21.1,19,23.3,"29,852","26,084","33,620",18.9,16.5,21.2,"43,002","41,893","44,111", , , , , , 
4,21,AZ,Pinal County,"38,889","33,211","44,568",15.2,13,17.4,"13,629","11,347","15,912",21,17.5,24.6,"8,969","7,320","10,618",19.1,15.6,22.6,"43,627","41,724","45,531", , , , , , 
4,23,AZ,Santa Cruz County,"9,363","7,592","11,134",21.8,17.7,26,"3,986","3,220","4,752",29.4,23.8,35.1,"2,773","2,204","3,342",29.1,23.1,35,"34,620","31,503","37,736", , , , , , 
4,25,AZ,Yavapai County,"25,218","21,588","28,849",12.4,10.6,14.1,"8,006","6,554","9,457",19.9,16.3,23.5,"4,886","3,859","5,913",16.6,13.1,20,"40,923","39,120","42,726", , , , , , 
4,27,AZ,Yuma County,"34,563","30,058","39,068",19,16.5,21.5,"15,131","12,819","17,443",27.9,23.6,32.1,"9,874","8,115","11,633",26.3,21.6,31,"37,154","35,210","39,098", , , , , , 
5,0,AR,Arkansas,"471,161","461,380","480,941",17.3,16.9,17.6,"166,630","161,218","172,041",24.6,23.8,25.4,"106,787","101,922","111,652",22.1,21.1,23.1,"36,627","36,155","37,100","55,174","52,655","57,693",29.3,28,30.7
5,1,AR,Arkansas County,"3,906","3,131","4,682",20.1,16.1,24,"1,285","1,019","1,552",27.2,21.6,32.9,819,634,"1,004",24.1,18.7,29.5,"33,926","31,158","36,695", , , , , , 
5,3,AR,Ashley County,"4,387","3,646","5,127",19.5,16.2,22.8,"1,581","1,274","1,888",28.3,22.8,33.7,"1,075",845,"1,305",25.6,20.1,31.1,"33,595","31,354","35,835", , , , , , 
5,5,AR,Baxter County,"5,886","4,932","6,839",14.5,12.2,16.9,"1,913","1,564","2,262",25.8,21.1,30.5,"1,140",901,"1,379",20.9,16.5,25.3,"33,474","31,289","35,659", , , , , , 
5,7,AR,Benton County,"20,350","17,378","23,323",10.5,9,12.1,"7,701","6,365","9,037",15,12.4,17.6,"4,748","3,833","5,663",13.1,10.5,15.6,"46,447","44,158","48,737", , , , , , 
5,9,AR,Boone County,"5,320","4,347","6,293",14.9,12.1,17.6,"1,828","1,462","2,194",22.7,18.2,27.3,"1,197",928,"1,466",20.7,16,25.3,"35,968","33,685","38,250", , , , , , 
5,11,AR,Bradley County,"3,050","2,455","3,644",26.1,21,31.1,938,748,"1,128",34.5,27.5,41.5,584,450,718,30.9,23.8,38,"28,478","25,939","31,018", , , , , , 
5,13,AR,Calhoun County,980,774,"1,185",18.1,14.3,21.9,270,213,326,23.7,18.7,28.6,183,141,225,20.1,15.5,24.7,"33,385","30,326","36,444", , , , , , 
5,15,AR,Carroll County,"5,020","4,102","5,937",18.6,15.2,22,"1,643","1,315","1,970",26.6,21.3,31.9,"1,055",822,"1,288",23.9,18.6,29.2,"30,763","28,520","33,006", , , , , , 
5,17,AR,Chicot County,"4,057","3,284","4,830",33.4,27,39.8,"1,447","1,155","1,738",45.1,36,54.2,953,739,"1,167",41,31.8,50.2,"23,599","21,455","25,744", , , , , , 
5,19,AR,Clark County,"5,138","4,179","6,097",24.5,19.9,29.1,"1,239",986,"1,492",26.1,20.8,31.5,807,630,984,24.1,18.8,29.3,"32,491","29,723","35,258", , , , , , 
5,21,AR,Clay County,"3,419","2,771","4,068",21,17,25,"1,060",847,"1,273",29.3,23.4,35.2,663,515,811,24.8,19.3,30.3,"27,861","25,600","30,123", , , , , , 
5,23,AR,Cleburne County,"3,978","3,218","4,738",15.8,12.8,18.8,"1,294","1,030","1,558",26.2,20.8,31.5,843,654,"1,032",22.9,17.8,28.1,"36,420","33,308","39,533", , , , , , 
5,25,AR,Cleveland County,"1,335","1,044","1,627",15.1,11.8,18.4,481,379,584,23,18.1,28,317,244,390,20.6,15.8,25.3,"40,135","37,089","43,182", , , , , , 
5,27,AR,Columbia County,"5,900","4,936","6,863",25.4,21.2,29.5,"1,870","1,536","2,204",33.9,27.9,40,"1,160",917,"1,403",29.1,23,35.3,"30,743","28,269","33,218", , , , , , 
5,29,AR,Conway County,"3,278","2,623","3,932",16.1,12.9,19.3,"1,182",934,"1,430",25.1,19.9,30.4,777,600,954,22.6,17.5,27.8,"35,697","33,269","38,126", , , , , , 
