State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
13,83,GA,Dade County,"1,915","1,521","2,309",12.6,10,15.2,569,438,700,16.2,12.4,19.9,394,297,491,15.1,11.4,18.8,"38,428","35,093","41,762",,,,,,
13,85,GA,Dawson County,"1,867","1,492","2,242",9.6,7.6,11.5,699,544,854,15.2,11.8,18.5,435,328,542,12.9,9.7,16.1,"47,925","44,767","51,083",,,,,,
13,87,GA,Decatur County,"6,262","5,107","7,418",22.6,18.4,26.8,"2,584","2,014","3,154",33.6,26.2,41,"1,763","1,342","2,184",31.5,24,39,"29,805","27,122","32,489",,,,,,
13,89,GA,DeKalb County,"105,196","95,985","114,407",15.9,14.5,17.3,"37,763","33,043","42,483",22.8,20,25.7,"23,590","20,233","26,947",21.4,18.3,24.4,"47,757","46,016","49,498",,,,,,
13,91,GA,Dodge County,"4,052","3,268","4,836",23.2,18.7,27.7,"1,413","1,105","1,721",31.6,24.7,38.5,923,706,"1,140",28.7,22,35.5,"29,741","26,998","32,485",,,,,,
13,93,GA,Dooly County,"2,321","1,879","2,764",22.5,18.2,26.8,852,658,"1,046",29.5,22.8,36.2,566,427,705,29.2,22,36.4,"29,562","26,791","32,333",,,,,,
13,95,GA,Dougherty County,"20,654","17,813","23,496",22.9,19.8,26.1,"8,459","6,985","9,932",33.3,27.5,39.1,"5,354","4,287","6,421",29.9,24,35.9,"35,373","32,843","37,903",,,,,,
13,97,GA,Douglas County,"10,802","8,980","12,625",9.7,8.1,11.3,"4,115","3,260","4,969",13.6,10.8,16.5,"2,738","2,119","3,357",12.6,9.7,15.4,"53,034","49,962","56,106",,,,,,
13,99,GA,Early County,"3,310","2,672","3,948",28.1,22.7,33.5,"1,381","1,072","1,691",41.9,32.5,51.3,929,707,"1,151",39.7,30.2,49.2,"29,114","26,795","31,434",,,,,,
13,101,GA,Echols County,"1,086",856,"1,316",25.7,20.3,31.2,395,300,489,36.1,27.4,44.7,266,198,334,37.1,27.5,46.6,"30,853","28,163","33,544",,,,,,
13,103,GA,Effingham County,"4,443","3,555","5,331",9.6,7.6,11.5,"1,668","1,299","2,038",13.5,10.5,16.5,"1,091",833,"1,349",12,9.2,14.8,"52,520","48,561","56,478",,,,,,
13,105,GA,Elbert County,"4,064","3,321","4,808",19.8,16.2,23.5,"1,257",979,"1,535",25.6,19.9,31.3,839,641,"1,037",23.3,17.8,28.8,"32,287","29,664","34,911",,,,,,
13,107,GA,Emanuel County,"6,051","4,930","7,172",28.3,23,33.5,"2,154","1,684","2,624",37.9,29.6,46.1,"1,452","1,116","1,788",37.4,28.7,46,"26,639","24,233","29,046",,,,,,
13,109,GA,Evans County,"2,626","2,112","3,141",24.4,19.7,29.2,994,771,"1,217",33.8,26.2,41.3,676,511,841,34.1,25.8,42.4,"28,201","25,637","30,766",,,,,,
13,111,GA,Fannin County,"2,971","2,392","3,550",13.7,11,16.4,970,748,"1,192",22.2,17.1,27.2,648,488,808,20.7,15.6,25.8,"35,057","32,298","37,815",,,,,,
13,113,GA,Fayette County,"4,479","3,672","5,286",4.3,3.5,5.1,"1,363","1,065","1,662",5.4,4.2,6.6,921,704,"1,138",4.6,3.5,5.6,"77,525","72,744","82,306",,,,,,
13,115,GA,Floyd County,"17,296","14,900","19,693",19.3,16.6,21.9,"6,045","5,040","7,050",26.5,22.1,30.9,"4,041","3,289","4,793",25.5,20.7,30.2,"38,105","35,065","41,146",,,,,,
13,117,GA,Forsyth County,"7,285","5,899","8,672",5.2,4.2,6.2,"2,321","1,805","2,837",6.1,4.8,7.5,"1,416","1,078","1,754",5.3,4.1,6.6,"81,603","78,290","84,915",,,,,,
13,119,GA,Franklin County,"3,099","2,545","3,654",14.8,12.2,17.5,"1,007",794,"1,220",20.5,16.2,24.9,709,540,878,19.8,15.1,24.6,"34,307","31,496","37,117",,,,,,
13,121,GA,Fulton County,"139,906","128,692","151,120",15.9,14.6,17.2,"55,035","49,027","61,043",24.6,21.9,27.3,"35,700","31,267","40,133",23.1,20.2,25.9,"51,882","49,687","54,077",,,,,,
13,123,GA,Gilmer County,"3,724","3,024","4,423",13.8,11.2,16.4,"1,317","1,017","1,618",21.1,16.3,25.9,851,643,"1,059",19.3,14.5,24,"37,302","34,006","40,597",,,,,,
13,125,GA,Glascock County,402,319,485,15.5,12.3,18.7,116,89,143,19.3,14.8,23.8,75,56,94,17.4,13.1,21.8,"33,055","29,959","36,151",,,,,,
13,127,GA,Glynn County,"11,244","9,581","12,908",16,13.7,18.4,"4,179","3,426","4,932",24.3,19.9,28.7,"2,633","2,037","3,229",21.7,16.8,26.6,"41,109","38,175","44,044",,,,,,
13,129,GA,Gordon County,"6,431","5,322","7,541",13,10.7,15.2,"2,325","1,843","2,807",18.3,14.5,22.1,"1,536","1,199","1,873",17.6,13.8,21.5,"38,718","36,489","40,946",,,,,,
13,131,GA,Grady County,"5,119","4,145","6,094",21.2,17.2,25.3,"1,857","1,442","2,271",29.5,22.9,36.1,"1,249",946,"1,552",28.7,21.8,35.7,"30,608","27,789","33,427",,,,,,
13,133,GA,Greene County,"3,230","2,607","3,852",20.9,16.9,25,"1,187",918,"1,455",33.3,25.7,40.8,766,580,952,30.3,22.9,37.7,"36,104","32,821","39,387",,,,,,
13,135,GA,Gwinnett County,"53,915","47,046","60,783",7.5,6.6,8.5,"19,801","16,623","22,979",9.9,8.3,11.5,"12,531","10,322","14,740",9.1,7.5,10.7,"61,446","59,890","63,001",,,,,,
13,137,GA,Habersham County,"4,345","3,595","5,096",11.5,9.5,13.5,"1,420","1,110","1,729",15.8,12.4,19.2,944,718,"1,170",15.2,11.5,18.8,"37,313","34,638","39,989",,,,,,
13,139,GA,Hall County,"17,516","14,687","20,346",10.8,9,12.5,"6,752","5,390","8,114",15.2,12.1,18.2,"4,340","3,365","5,315",14.5,11.3,17.8,"48,359","45,819","50,898",,,,,,
13,141,GA,Hancock County,"2,322","1,862","2,781",27.9,22.4,33.5,746,574,918,34.9,26.9,43,498,375,621,32,24.1,40,"25,802","23,408","28,197",,,,,,
13,143,GA,Haralson County,"4,548","3,682","5,414",16.3,13.2,19.5,"1,607","1,255","1,958",23.3,18.2,28.4,"1,039",790,"1,288",20.9,15.9,25.9,"36,254","32,955","39,554",,,,,,
13,145,GA,Harris County,"2,596","2,103","3,088",9.5,7.7,11.2,788,616,959,12.5,9.7,15.2,513,392,634,10.7,8.2,13.3,"53,482","48,821","58,143",,,,,,
13,147,GA,Hart County,"3,789","3,070","4,507",16.3,13.2,19.4,"1,254",988,"1,519",23.2,18.3,28.1,833,641,"1,025",21.2,16.3,26,"35,457","32,265","38,648",,,,,,
13,149,GA,Heard County,"1,784","1,423","2,144",15.9,12.7,19.2,701,539,863,23.4,18,28.8,452,341,563,19.8,14.9,24.6,"36,243","32,955","39,531",,,,,,
13,151,GA,Henry County,"10,487","8,512","12,461",6.3,5.1,7.5,"4,226","3,303","5,150",9.2,7.2,11.2,"2,760","2,118","3,402",8.3,6.4,10.2,"60,342","57,344","63,339",,,,,,
13,153,GA,Houston County,"15,279","13,020","17,538",12.4,10.6,14.3,"6,062","4,985","7,139",18.3,15,21.5,"4,089","3,311","4,867",17.1,13.8,20.3,"48,922","46,174","51,670",,,,,,
13,155,GA,Irwin County,"1,907","1,529","2,285",20.1,16.1,24.1,718,555,881,29.6,22.9,36.4,488,369,607,27.8,21,34.6,"30,517","27,784","33,249",,,,,,
13,157,GA,Jackson County,"6,489","5,311","7,668",12.7,10.4,15,"2,222","1,740","2,704",17.1,13.4,20.8,"1,489","1,146","1,832",16,12.3,19.7,"44,174","40,471","47,876",,,,,,
13,159,GA,Jasper County,"1,968","1,569","2,367",15.1,12.1,18.2,760,586,934,23.1,17.8,28.4,512,387,637,21.5,16.2,26.7,"42,156","38,281","46,032",,,,,,
13,161,GA,Jeff Davis County,"2,578","2,076","3,079",19.9,16,23.8,937,729,"1,145",26.9,20.9,32.9,628,478,778,26.2,20,32.5,"29,341","26,710","31,973",,,,,,
13,163,GA,Jefferson County,"4,511","3,705","5,317",27.5,22.6,32.5,"1,773","1,408","2,138",38.2,30.3,46.1,"1,077",832,"1,322",33.6,26,41.2,"28,203","25,614","30,792",,,,,,
13,165,GA,Jenkins County,"2,380","1,896","2,863",27.7,22.1,33.4,903,698,"1,108",39.2,30.3,48.1,584,442,726,35,26.5,43.5,"25,951","23,507","28,396",,,,,,
13,167,GA,Johnson County,"2,135","1,700","2,570",27,21.5,32.5,821,633,"1,009",40.2,31,49.4,540,407,673,36.6,27.6,45.6,"26,671","24,171","29,170",,,,,,
13,169,GA,Jones County,"3,031","2,435","3,628",11.5,9.3,13.8,"1,007",784,"1,230",15.5,12.1,19,645,491,799,13.5,10.3,16.8,"45,727","42,414","49,041",,,,,,
13,171,GA,Lamar County,"2,473","2,002","2,943",15.7,12.7,18.7,915,714,"1,117",23.9,18.6,29.1,602,459,745,21,16,26,"38,475","35,053","41,897",,,,,,
13,173,GA,Lanier County,"1,447","1,154","1,739",19.8,15.8,23.8,589,453,724,30.6,23.5,37.6,375,283,467,27.4,20.6,34.1,"31,091","28,194","33,987",,,,,,
13,175,GA,Laurens County,"8,426","6,970","9,882",18.6,15.3,21.8,"3,187","2,514","3,861",26.8,21.1,32.5,"2,057","1,590","2,524",24.3,18.8,29.8,"36,024","33,148","38,901",,,,,,
13,177,GA,Lee County,"2,682","2,155","3,209",8.9,7.1,10.6,"1,005",778,"1,231",12.5,9.7,15.3,648,493,803,10.4,7.9,12.8,"57,653","53,900","61,406",,,,,,
13,179,GA,Liberty County,"9,741","8,178","11,303",18.5,15.5,21.5,"4,786","3,910","5,662",24.2,19.8,28.6,"2,796","2,203","3,389",21,16.5,25.4,"38,374","36,441","40,308",,,,,,
13,181,GA,Lincoln County,"1,436","1,143","1,729",17.6,14,21.2,443,342,544,25.1,19.4,30.9,304,229,379,22.3,16.8,27.8,"30,799","28,804","32,794",,,,,,
13,183,GA,Long County,"2,362","1,885","2,838",21.4,17.1,25.8,"1,042",802,"1,282",31.4,24.1,38.6,671,506,836,26.9,20.3,33.5,"33,426","30,262","36,591",,,,,,
13,185,GA,Lowndes County,"16,107","13,701","18,513",18,15.3,20.7,"5,903","4,721","7,085",24.2,19.4,29.1,"3,764","2,938","4,590",22.1,17.3,27,"37,525","35,725","39,326",,,,,,
13,187,GA,Lumpkin County,"3,311","2,679","3,943",14.6,11.8,17.4,"1,020",788,"1,252",19.1,14.7,23.4,679,515,843,17.9,13.5,22.2,"41,204","37,628","44,781",,,,,,
13,189,GA,McDuffie County,"4,432","3,616","5,248",20.8,17,24.6,"1,729","1,368","2,090",30.4,24,36.7,"1,106",856,"1,356",27.3,21.1,33.5,"33,987","32,036","35,937",,,,,,
13,191,GA,McIntosh County,"2,196","1,754","2,638",20.2,16.1,24.2,867,669,"1,065",31.5,24.3,38.7,576,436,716,28.2,21.3,35,"33,372","30,494","36,251",,,,,,
13,193,GA,Macon County,"3,785","3,069","4,500",29.6,24,35.2,"1,423","1,101","1,744",40.3,31.2,49.4,956,723,"1,189",37.8,28.6,47,"25,140","22,816","27,464",,,,,,
13,195,GA,Madison County,"3,859","3,129","4,589",14.3,11.6,17,"1,254",977,"1,530",18.9,14.7,23,804,613,995,16.3,12.4,20.1,"38,248","34,851","41,646",,,,,,
13,197,GA,Marion County,"1,744","1,386","2,101",24.4,19.4,29.5,685,529,842,35.8,27.7,44,450,340,560,32.2,24.3,40,"31,545","28,632","34,459",,,,,,
13,199,GA,Meriwether County,"4,825","3,969","5,681",21.6,17.8,25.4,"1,712","1,343","2,082",30,23.5,36.5,"1,132",868,"1,396",27.5,21.1,34,"31,780","29,213","34,347",,,,,,
13,201,GA,Miller County,"1,363","1,092","1,634",22.5,18,26.9,475,369,581,31.5,24.4,38.5,306,232,380,28.4,21.5,35.3,"29,093","26,339","31,848",,,,,,
13,205,GA,Mitchell County,"5,816","4,727","6,906",26.6,21.6,31.6,"2,140","1,672","2,609",35.8,28,43.7,"1,434","1,101","1,767",33.6,25.8,41.4,"27,279","24,785","29,773",,,,,,
13,207,GA,Monroe County,"2,626","2,110","3,142",11.4,9.1,13.6,909,701,"1,118",16.3,12.6,20,591,447,735,14.3,10.8,17.8,"49,102","45,055","53,148",,,,,,
13,209,GA,Montgomery County,"1,803","1,443","2,163",22.4,17.9,26.8,632,489,774,30.3,23.5,37.1,418,317,519,27.7,21,34.4,"31,368","28,530","34,206",,,,,,
13,211,GA,Morgan County,"2,239","1,809","2,669",13,10.5,15.5,792,617,967,18.7,14.6,22.9,527,400,654,16.6,12.6,20.6,"42,954","39,244","46,664",,,,,,
13,213,GA,Murray County,"5,984","4,966","7,001",14.8,12.3,17.3,"2,137","1,694","2,581",19.8,15.7,24,"1,374","1,060","1,688",17.7,13.7,21.8,"37,792","35,380","40,203",,,,,,
13,215,GA,Muscogee County,"34,345","30,471","38,219",19.6,17.4,21.8,"14,223","12,502","15,943",28.7,25.2,32.2,"8,532","7,114","9,950",24.7,20.6,28.9,"34,954","33,023","36,885",,,,,,
13,217,GA,Newton County,"9,685","7,944","11,426",11.4,9.3,13.4,"4,017","3,178","4,855",17.2,13.6,20.7,"2,631","2,025","3,237",16.2,12.4,19.9,"49,349","45,705","52,993",,,,,,
13,219,GA,Oconee County,"1,988","1,589","2,387",6.8,5.4,8.1,645,496,794,8.3,6.4,10.2,408,307,509,6.8,5.1,8.4,"62,966","57,591","68,340",,,,,,
13,221,GA,Oglethorpe County,"1,966","1,600","2,332",14.6,11.9,17.3,649,504,794,19.7,15.3,24.2,438,333,543,17.9,13.6,22.2,"40,383","37,566","43,200",,,,,,
13,223,GA,Paulding County,"7,182","5,832","8,533",6.5,5.2,7.7,"2,897","2,260","3,534",8.9,6.9,10.9,"1,885","1,451","2,319",8.1,6.3,10,"56,989","53,887","60,091",,,,,,
13,225,GA,Peach County,"5,044","4,149","5,940",21.4,17.6,25.2,"1,639","1,290","1,988",27.8,21.9,33.7,"1,044",796,"1,292",24.6,18.7,30.4,"36,795","33,526","40,063",,,,,,
13,227,GA,Pickens County,"2,932","2,356","3,507",10.4,8.4,12.5,"1,171",907,"1,435",18.7,14.5,22.9,771,585,957,17.3,13.1,21.5,"47,697","43,784","51,611",,,,,,
13,229,GA,Pierce County,"3,448","2,773","4,122",20.4,16.4,24.3,"1,254",976,"1,533",30.1,23.4,36.7,843,643,"1,043",28.2,21.5,34.9,"32,218","29,306","35,129",,,,,,
13,231,GA,Pike County,"1,670","1,324","2,015",10.6,8.4,12.8,574,442,706,14.8,11.4,18.2,391,294,488,13.3,10,16.6,"47,796","43,618","51,974",,,,,,
13,233,GA,Polk County,"6,521","5,349","7,693",16.5,13.6,19.5,"2,447","1,941","2,954",23.8,18.9,28.7,"1,550","1,202","1,898",22.3,17.3,27.3,"36,621","33,923","39,319",,,,,,
13,235,GA,Pulaski County,"1,706","1,363","2,049",19.9,15.9,23.9,517,399,634,24.3,18.8,29.9,338,256,420,22.2,16.8,27.7,"33,333","30,214","36,451",,,,,,
13,237,GA,Putnam County,"3,238","2,624","3,852",16.5,13.4,19.6,"1,099",858,"1,340",25.2,19.7,30.7,717,550,884,23.4,18,28.8,"38,883","35,444","42,323",,,,,,
13,239,GA,Quitman County,596,475,718,24.2,19.3,29.2,206,158,253,35.5,27.3,43.7,144,108,180,35.3,26.6,44.1,"27,632","25,015","30,248",,,,,,
13,241,GA,Rabun County,"1,972","1,570","2,374",12.6,10,15.1,644,494,794,19.9,15.3,24.5,415,311,519,17.7,13.3,22.1,"36,253","32,989","39,516",,,,,,
13,243,GA,Randolph County,"2,128","1,708","2,548",30.6,24.6,36.7,739,573,904,39.5,30.6,48.4,477,362,592,34.9,26.5,43.3,"23,986","21,721","26,251",,,,,,
13,245,GA,Richmond County,"41,899","36,680","47,119",22.7,19.9,25.6,"17,932","15,210","20,655",34.5,29.3,39.8,"12,319","10,379","14,259",34.3,28.9,39.7,"36,291","34,128","38,454",,,,,,
13,247,GA,Rockdale County,"8,815","7,369","10,261",11.4,9.6,13.3,"3,256","2,624","3,889",15.9,12.8,19,"2,031","1,590","2,472",13.7,10.7,16.6,"52,755","49,195","56,315",,,,,,
13,249,GA,Schley County,738,586,891,18,14.3,21.7,278,214,342,25,19.3,30.8,184,138,230,21.8,16.4,27.2,"34,586","31,438","37,733",,,,,,
13,251,GA,Screven County,"2,999","2,433","3,565",20.1,16.3,23.9,"1,124",872,"1,376",29.1,22.6,35.6,779,592,966,26.9,20.5,33.4,"30,281","27,495","33,067",,,,,,
13,253,GA,Seminole County,"1,903","1,528","2,278",21.4,17.1,25.6,843,648,"1,038",38,29.2,46.9,551,415,687,34.3,25.8,42.7,"30,893","28,360","33,427",,,,,,
13,255,GA,Spalding County,"10,648","8,919","12,377",17.7,14.8,20.6,"4,140","3,369","4,910",25.5,20.8,30.2,"2,609","2,044","3,174",22.6,17.7,27.5,"37,608","34,699","40,516",,,,,,
13,257,GA,Stephens County,"4,028","3,273","4,784",16.7,13.6,19.9,"1,336","1,043","1,629",23.3,18.2,28.4,877,668,"1,086",21.1,16.1,26.1,"34,243","31,873","36,613",,,,,,
13,259,GA,Stewart County,"1,299","1,040","1,557",28.3,22.7,33.9,456,353,559,40.8,31.6,50,313,237,389,37.4,28.4,46.5,"25,180","22,792","27,568",,,,,,
13,261,GA,Sumter County,"8,504","7,105","9,903",27.6,23.1,32.1,"3,694","3,034","4,355",42.3,34.7,49.8,"2,512","2,016","3,008",39.9,32,47.7,"30,996","28,473","33,518",,,,,,
13,263,GA,Talbot County,"1,468","1,177","1,758",22,17.6,26.3,481,371,591,31,23.9,38.1,325,245,405,29.1,22,36.3,"29,382","26,609","32,154",,,,,,
13,265,GA,Taliaferro County,522,418,626,29,23.2,34.8,157,121,192,39.6,30.6,48.5,112,85,139,38.3,29,47.5,"24,893","22,527","27,259",,,,,,
13,267,GA,Tattnall County,"5,058","4,106","6,010",26.2,21.2,31.1,"1,710","1,345","2,075",32.7,25.7,39.7,"1,106",847,"1,365",31.3,24,38.6,"30,441","27,749","33,134",,,,,,
13,269,GA,Taylor County,"2,369","1,922","2,817",28.2,22.9,33.5,810,635,985,36.5,28.6,44.4,565,436,694,35,27,43,"27,118","24,611","29,625",,,,,,
13,271,GA,Telfair County,"2,631","2,136","3,127",26.3,21.3,31.2,814,634,995,31.4,24.5,38.4,542,414,670,31.7,24.2,39.1,"27,554","25,022","30,085",,,,,,
13,273,GA,Terrell County,"3,024","2,454","3,594",29.3,23.8,34.8,"1,092",850,"1,335",37.7,29.3,46,722,552,892,34.8,26.6,43,"28,152","25,649","30,655",,,,,,
13,275,GA,Thomas County,"8,136","6,730","9,542",18.9,15.6,22.1,"2,864","2,277","3,450",26.1,20.8,31.5,"1,872","1,450","2,294",23.6,18.3,29,"33,563","30,783","36,343",,,,,,
13,277,GA,Tift County,"8,405","6,973","9,838",21.5,17.8,25.1,"3,515","2,841","4,188",32.7,26.4,38.9,"2,126","1,631","2,621",28,21.5,34.6,"34,013","31,440","36,586",,,,,,
13,279,GA,Toombs County,"7,316","6,075","8,557",27.4,22.7,32,"2,767","2,231","3,304",37.4,30.2,44.7,"1,711","1,315","2,107",33,25.3,40.6,"25,254","23,559","26,949",,,,,,
13,281,GA,Towns County,"1,187",945,"1,428",12.1,9.6,14.6,344,264,424,20.8,16,25.7,235,177,293,19.4,14.6,24.2,"35,861","32,534","39,187",,,,,,
13,283,GA,Treutlen County,"1,832","1,458","2,205",28.9,23,34.8,621,479,763,38.1,29.4,46.9,407,308,506,34.1,25.8,42.4,"26,393","23,900","28,885",,,,,,
13,285,GA,Troup County,"9,980","8,302","11,658",16.7,13.9,19.5,"3,766","3,043","4,490",23.1,18.7,27.5,"2,521","1,982","3,060",21.6,17,26.2,"37,149","35,161","39,138",,,,,,
13,287,GA,Turner County,"2,628","2,120","3,135",28.3,22.8,33.8,"1,081",846,"1,316",41,32.1,49.9,733,563,903,38.6,29.7,47.6,"27,137","24,584","29,690",,,,,,
13,289,GA,Twiggs County,"2,039","1,630","2,449",20.1,16.1,24.1,713,551,875,28.9,22.3,35.4,484,367,601,25.9,19.7,32.2,"33,743","30,620","36,865",,,,,,
13,291,GA,Union County,"2,847","2,294","3,400",14.8,11.9,17.7,778,599,958,21.2,16.3,26.1,514,387,641,18.7,14.1,23.3,"34,349","31,480","37,218",,,,,,
13,293,GA,Upson County,"4,956","4,049","5,863",18.3,15,21.7,"1,768","1,396","2,141",26.6,21,32.2,"1,172",904,"1,440",23.6,18.2,29,"32,116","29,474","34,757",,,,,,
13,295,GA,Walker County,"9,302","7,728","10,876",14.9,12.4,17.4,"2,990","2,367","3,613",20.5,16.2,24.7,"2,006","1,561","2,451",18.5,14.4,22.5,"35,761","33,044","38,478",,,,,,
13,297,GA,Walton County,"8,401","6,908","9,895",11.3,9.3,13.3,"3,175","2,519","3,832",16.1,12.8,19.4,"2,063","1,600","2,526",14.4,11.2,17.7,"51,647","47,533","55,761",,,,,,
13,299,GA,Ware County,"7,109","5,832","8,386",21.5,17.6,25.3,"2,587","2,042","3,132",30.4,24,36.9,"1,804","1,404","2,204",30,23.4,36.7,"30,047","27,436","32,659",,,,,,
13,301,GA,Warren County,"1,457","1,170","1,744",24.4,19.6,29.3,505,393,617,33.1,25.7,40.4,331,251,411,30.5,23.1,37.9,"29,507","26,911","32,103",,,,,,
13,303,GA,Washington County,"4,358","3,542","5,175",22.5,18.3,26.8,"1,513","1,178","1,847",29.8,23.2,36.5,981,749,"1,213",26.1,19.9,32.2,"31,894","29,094","34,694",,,,,,
13,305,GA,Wayne County,"5,095","4,143","6,047",19.6,15.9,23.2,"1,943","1,508","2,379",27.9,21.6,34.2,"1,200",918,"1,482",24.4,18.7,30.1,"35,426","32,466","38,386",,,,,,
13,307,GA,Webster County,481,381,581,21.1,16.7,25.5,155,120,191,29.5,22.7,36.3,105,79,131,26.4,19.9,32.9,"29,990","27,159","32,820",,,,,,
13,309,GA,Wheeler County,"1,596","1,280","1,912",30.9,24.8,37.1,445,344,545,34.2,26.5,42,299,226,372,32.7,24.8,40.7,"25,946","23,476","28,417",,,,,,
13,311,GA,White County,"3,128","2,514","3,741",13.3,10.7,15.9,"1,074",836,"1,313",20.3,15.8,24.8,733,559,907,19.2,14.7,23.8,"37,923","34,719","41,127",,,,,,
13,313,GA,Whitfield County,"11,507","9,552","13,462",12.9,10.7,15.1,"4,227","3,368","5,086",16.3,13,19.6,"2,523","1,944","3,102",14.6,11.3,18,"41,203","38,352","44,055",,,,,,
13,315,GA,Wilcox County,"2,056","1,643","2,470",29.2,23.4,35.1,687,533,841,37.8,29.3,46.3,450,341,559,34.3,26,42.6,"23,848","22,028","25,668",,,,,,
13,317,GA,Wilkes County,"1,946","1,569","2,323",18.9,15.2,22.6,640,496,785,27.6,21.4,33.9,439,332,546,26.2,19.8,32.5,"29,915","27,351","32,480",,,,,,
13,319,GA,Wilkinson County,"2,111","1,706","2,516",21.1,17.1,25.2,733,572,894,28.6,22.3,34.9,480,368,592,26.5,20.3,32.7,"32,156","29,352","34,960",,,,,,
13,321,GA,Worth County,"4,247","3,454","5,039",19.6,15.9,23.2,"1,595","1,254","1,936",28.5,22.4,34.6,"1,110",853,"1,367",26.4,20.3,32.5,"34,136","31,334","36,938",,,,,,
15,0,HI,Hawaii,"121,756","116,646","126,866",9.9,9.5,10.3,"36,870","33,836","39,904",12.5,11.5,13.6,"23,729","21,286","26,172",11.7,10.5,12.9,"56,133","54,631","57,634","11,405","9,808","13,002",12.8,11,14.6
15,1,HI,Hawaii County,"22,029","19,121","24,938",13.5,11.7,15.2,"7,557","6,067","9,048",18.4,14.8,22,"4,526","3,511","5,541",15.2,11.8,18.6,"47,007","44,758","49,257",,,,,,
15,3,HI,Honolulu County,"80,700","72,695","88,704",9.3,8.4,10.2,"23,129","19,208","27,051",11.3,9.4,13.2,"15,158","12,198","18,118",10.9,8.7,13,"59,963","58,428","61,497",,,,,,
15,5,HI,Kalawao County,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,
15,7,HI,Kauai County,"7,272","6,027","8,517",11.8,9.7,13.8,"2,371","1,860","2,883",15.7,12.3,19.1,"1,636","1,258","2,014",15,11.5,18.5,"56,865","53,513","60,217",,,,,,
15,9,HI,Maui County,"11,755","9,781","13,729",8.5,7.1,10,"3,812","2,974","4,649",11.6,9.1,14.2,"2,409","1,822","2,996",10.3,7.8,12.9,"54,537","50,962","58,112",,,,,,
16,0,ID,Idaho,"186,454","180,470","192,438",13.4,13,13.9,"62,934","59,594","66,274",17.2,16.3,18.1,"39,106","36,286","41,926",15,14,16.1,"41,269","40,513","42,024","21,806","20,193","23,420",21,19.5,22.6
16,1,ID,Ada County,"31,468","27,277","35,658",9.4,8.2,10.7,"9,591","7,883","11,299",11.2,9.2,13.2,"5,972","4,728","7,216",9.8,7.8,11.8,"51,343","49,597","53,089",,,,,,
16,3,ID,Adams County,503,401,606,14.2,11.3,17.1,138,105,170,20.8,15.9,25.6,93,70,116,17.9,13.4,22.4,"38,028","35,391","40,665",,,,,,
16,5,ID,Bannock County,"12,431","10,512","14,351",16.5,13.9,19,"4,200","3,365","5,035",20.1,16.1,24.1,"2,467","1,914","3,020",17.7,13.7,21.6,"37,641","35,469","39,812",,,,,,
16,7,ID,Bear Lake County,766,612,919,12.6,10,15.1,288,222,355,17.5,13.5,21.6,188,141,235,14.9,11.2,18.7,"38,277","35,059","41,495",,,,,,
16,9,ID,Benewah County,"1,348","1,080","1,617",14.9,12,17.9,445,343,548,20.7,15.9,25.5,278,209,347,17.8,13.4,22.2,"35,274","32,367","38,180",,,,,,
16,11,ID,Bingham County,"6,357","5,237","7,477",14.7,12.1,17.3,"2,676","2,140","3,212",20,16,24,"1,683","1,302","2,064",17.5,13.5,21.4,"40,771","37,567","43,975",,,,,,
16,13,ID,Blaine County,"1,466","1,167","1,764",7.1,5.6,8.5,407,312,502,8.9,6.8,11,249,186,312,7.7,5.7,9.6,"55,431","50,262","60,599",,,,,,
16,15,ID,Boise County,865,689,"1,042",11.7,9.3,14,290,222,359,17.9,13.7,22.1,189,141,237,15.1,11.3,18.9,"42,459","38,633","46,284",,,,,,
16,17,ID,Bonner County,"5,816","4,784","6,849",14.4,11.8,17,"1,814","1,419","2,209",21.2,16.6,25.8,"1,125",857,"1,393",17.1,13,21.1,"36,731","33,978","39,484",,,,,,
16,19,ID,Bonneville County,"10,538","8,786","12,290",11.7,9.7,13.6,"4,147","3,321","4,973",15.8,12.7,19,"2,538","1,948","3,128",13.8,10.6,17,"45,673","42,675","48,671",,,,,,
16,21,ID,Boundary County,"1,446","1,165","1,726",14,11.2,16.7,553,423,683,21.6,16.5,26.6,369,275,463,19.7,14.6,24.7,"34,282","31,204","37,360",,,,,,
16,23,ID,Butte County,481,383,579,17.3,13.8,20.9,179,137,221,24,18.4,29.6,113,85,141,20.9,15.7,26.2,"31,828","29,033","34,624",,,,,,
16,25,ID,Camas County,90,71,110,8.7,6.8,10.5,23,18,29,11.2,8.5,13.9,13,10,16,8.9,6.5,11.2,"39,233","35,576","42,890",,,,,,
